AIRLINE_CODE,AIRLINE_ID,SOURCE_AIRPORT_CODE,SOURCE_AIRPORT_ID,DEST_AIRPORT_CODE,DEST_AIRPORT_ID,CODESHARE,STOPS,EQUIPMENT
G4,35,LAS,3877,FAT,3687,,0,M80
G4,35,LAS,3877,MFR,4101,,0,M80
G4,35,LAS,3877,MRY,3948,,0,M80
G4,35,LAS,3877,PSC,6133,,0,M80
G4,35,LAS,3877,RNO,3807,,0,M80
G4,35,LAS,3877,SCK,3805,,0,M80
G4,35,LAS,3877,SMX,5772,,0,M80
G4,35,LAX,3484,BLI,3777,,0,M80
G4,35,LAX,3484,EUG,4099,,0,M80
G4,35,LAX,3484,MFR,4101,,0,M80
G4,35,MFR,4101,LAS,3877,,0,M80
G4,35,MFR,4101,LAX,3484,,0,M80
G4,35,MRY,3948,LAS,3877,,0,M80
G4,35,OAK,3453,BLI,3777,,0,M80
G4,35,OAK,3453,EUG,4099,,0,M80
G4,35,PSC,6133,LAS,3877,,0,M80
G4,35,PSP,3839,BLI,3777,,0,M80
G4,35,RNO,3807,LAS,3877,,0,M80
G4,35,SAN,3731,BLI,3777,,0,M80
G4,35,SCK,3805,LAS,3877,,0,M80
G4,35,SMX,5772,LAS,3877,,0,M80
HA,2688,LAS,3877,SFO,3469,Y,0,320
HA,2688,SFO,3469,LAS,3877,Y,0,320
K5,10765,BUR,3644,IPL,3689,,0,CNC
K5,10765,IPL,3689,BUR,3644,,0,CNC
K5,10765,IPL,3689,SAN,3731,,0,CNC
K5,10765,OTH,5757,PDX,3720,,0,CNC
K5,10765,PDT,6883,PDX,3720,,0,CNC
K5,10765,PDX,3720,OTH,5757,,0,CNC
K5,10765,PDX,3720,PDT,6883,,0,CNC
K5,10765,SAN,3731,IPL,3689,,0,CNC
KL,3090,PSP,3839,SFO,3469,Y,0,737
KL,3090,SFO,3469,SEA,3577,Y,0,734
M5,3123,BFI,3726,CLM,5731,,0,CNC
M5,3123,BFI,3726,ESD,7083,,0,CNC
M5,3123,CLM,5731,BFI,3726,,0,CNC
M5,3123,ESD,7083,FRD,7082,,0,CNC
M5,3123,FRD,7082,BFI,3726,,0,CNC
M5,3123,LKE,6457,SEA,3577,Y,0,DHL
NK,4687,LAS,3877,LAX,3484,,0,319
NK,4687,LAS,3877,OAK,3453,,0,319 320
NK,4687,LAS,3877,PDX,3720,,0,319
NK,4687,LAS,3877,SAN,3731,,0,320 319
NK,4687,LAX,3484,LAS,3877,,0,319
NK,4687,OAK,3453,LAS,3877,,0,320 319
NK,4687,PDX,3720,LAS,3877,,0,319
NK,4687,PDX,3720,SAN,3731,,0,319
NK,4687,SAN,3731,LAS,3877,,0,319 320
NK,4687,SAN,3731,PDX,3720,,0,319
SQ,4435,SJC,3748,LAX,3484,Y,0,320
UA,5209,ACV,4384,CEC,5727,Y,0,EM2
UA,5209,ACV,4384,SFO,3469,Y,0,EM2
UA,5209,ACV,4384,SMF,3817,Y,0,EM2
UA,5209,BFL,3558,LAX,3484,Y,0,EM2
UA,5209,BFL,3558,SFO,3469,Y,0,EM2
UA,5209,BUR,3644,SFO,3469,Y,0,CR7 CRJ
UA,5209,CEC,5727,ACV,4384,Y,0,EM2
UA,5209,CEC,5727,SFO,3469,Y,0,EM2
UA,5209,CIC,3710,SFO,3469,Y,0,EM2
UA,5209,CLD,4088,LAX,3484,Y,0,EM2
UA,5209,EUG,4099,PDX,3720,Y,0,EM2
UA,5209,EUG,4099,SFO,3469,Y,0,CRJ CR7
UA,5209,FAT,3687,LAS,3877,Y,0,EM2
UA,5209,FAT,3687,LAX,3484,Y,0,CR7 EM2
UA,5209,FAT,3687,SFO,3469,Y,0,EM2 CRJ
UA,5209,LAS,3877,FAT,3687,Y,0,EM2
UA,5209,LAS,3877,LAX,3484,,0,752 738 319 320 739
UA,5209,LAS,3877,PSP,3839,Y,0,EM2
UA,5209,LAS,3877,SFO,3469,,0,739 738 320 752 319 753
UA,5209,LAX,3484,BFL,3558,Y,0,EM2
UA,5209,LAX,3484,CLD,4088,Y,0,EM2
UA,5209,LAX,3484,FAT,3687,Y,0,EM2 CR7
UA,5209,LAX,3484,LAS,3877,,0,739 319 738 320 752
UA,5209,LAX,3484,MRY,3948,Y,0,CRJ
UA,5209,LAX,3484,PDX,3720,Y,0,CR7 CRJ
UA,5209,LAX,3484,PSP,3839,Y,0,EM2 CR7 CRJ
UA,5209,LAX,3484,RNO,3807,Y,0,CR7
UA,5209,LAX,3484,SAN,3731,Y,0,EM2 CR7
UA,5209,LAX,3484,SBA,3949,Y,0,EM2
UA,5209,LAX,3484,SBP,5768,Y,0,EM2
UA,5209,LAX,3484,SEA,3577,,0,319 738 320 752
UA,5209,LAX,3484,SFO,3469,,0,739 752 753 319 320 738
UA,5209,LAX,3484,SJC,3748,Y,0,CR7
UA,5209,LAX,3484,SMF,3817,Y,0,CR7 CRJ
UA,5209,LAX,3484,SMX,5772,Y,0,EM2
UA,5209,LMT,5750,PDX,3720,Y,0,EM2
UA,5209,LMT,5750,SFO,3469,Y,0,EM2
UA,5209,MFR,4101,SFO,3469,Y,0,CRJ EM2
UA,5209,MOD,3816,SFO,3469,Y,0,EM2
UA,5209,MRY,3948,LAX,3484,Y,0,CRJ
UA,5209,MRY,3948,SFO,3469,Y,0,EM2
UA,5209,ONT,3734,SFO,3469,Y,0,CRJ
UA,5209,OTH,5757,SFO,3469,Y,0,CRJ
UA,5209,PDX,3720,EUG,4099,Y,0,EM2
UA,5209,PDX,3720,LAX,3484,Y,0,CR7 CRJ
UA,5209,PDX,3720,LMT,5750,Y,0,EM2
UA,5209,PDX,3720,RDM,4103,Y,0,EM2
UA,5209,PDX,3720,SEA,3577,Y,0,EM2
UA,5209,PDX,3720,SFO,3469,,0,319 739 320
UA,5209,PSC,6133,SFO,3469,Y,0,CRJ
UA,5209,PSP,3839,LAS,3877,Y,0,EM2
UA,5209,PSP,3839,LAX,3484,Y,0,EM2 CR7
UA,5209,PSP,3839,SFO,3469,Y,0,CRJ CR7
UA,5209,RDD,4098,SFO,3469,Y,0,EM2
UA,5209,RDM,4103,PDX,3720,Y,0,EM2
UA,5209,RDM,4103,SFO,3469,Y,0,CRJ EM2
UA,5209,RNO,3807,LAX,3484,Y,0,CR7
UA,5209,RNO,3807,SFO,3469,Y,0,CR7 CRJ
UA,5209,SAN,3731,LAX,3484,Y,0,CR7 EM2
UA,5209,SAN,3731,SFO,3469,,0,739 738 320 319
UA,5209,SBA,3949,LAX,3484,Y,0,EM2
UA,5209,SBA,3949,SFO,3469,Y,0,EM2
UA,5209,SBP,5768,LAX,3484,Y,0,EM2
UA,5209,SBP,5768,SFO,3469,Y,0,EM2
UA,5209,SEA,3577,LAX,3484,,0,739 320
UA,5209,SEA,3577,PDX,3720,Y,0,EM2
UA,5209,SEA,3577,SFO,3469,,0,319 739 320 738 752
UA,5209,SFO,3469,ACV,4384,Y,0,EM2
UA,5209,SFO,3469,BFL,3558,Y,0,EM2
UA,5209,SFO,3469,BUR,3644,Y,0,CR7 CRJ
UA,5209,SFO,3469,CEC,5727,Y,0,EM2
UA,5209,SFO,3469,CIC,3710,Y,0,EM2
UA,5209,SFO,3469,EUG,4099,Y,0,CRJ CR7
UA,5209,SFO,3469,FAT,3687,Y,0,EM2
UA,5209,SFO,3469,LAS,3877,,0,752 738 739 320 319
UA,5209,SFO,3469,LAX,3484,,0,319 320 752 738 753 739
UA,5209,SFO,3469,LMT,5750,Y,0,EM2
UA,5209,SFO,3469,MFR,4101,Y,0,EM2 CRJ
UA,5209,SFO,3469,MOD,3816,Y,0,EM2
UA,5209,SFO,3469,MRY,3948,Y,0,EM2
UA,5209,SFO,3469,ONT,3734,Y,0,CRJ
UA,5209,SFO,3469,OTH,5757,Y,0,CRJ
UA,5209,SFO,3469,PDX,3720,,0,319 739 320 752 738
UA,5209,SFO,3469,PSC,6133,Y,0,CRJ
UA,5209,SFO,3469,PSP,3839,Y,0,CRJ CR7
UA,5209,SFO,3469,RDD,4098,Y,0,EM2
UA,5209,SFO,3469,RDM,4103,Y,0,EM2 CRJ
UA,5209,SFO,3469,RNO,3807,Y,0,CRJ CR7
UA,5209,SFO,3469,SAN,3731,,0,738 320 319 739 73G
UA,5209,SFO,3469,SBA,3949,Y,0,EM2
UA,5209,SFO,3469,SBP,5768,Y,0,EM2
UA,5209,SFO,3469,SEA,3577,,0,319 738 739 320 752 753
UA,5209,SFO,3469,SMF,3817,Y,0,EM2
UA,5209,SFO,3469,SNA,3867,,0,320 319 738 73G
UA,5209,SJC,3748,LAX,3484,Y,0,CR7
UA,5209,SMF,3817,ACV,4384,Y,0,EM2
UA,5209,SMF,3817,LAX,3484,Y,0,CR7 CRJ
UA,5209,SMF,3817,SFO,3469,Y,0,EM2
UA,5209,SMX,5772,LAX,3484,Y,0,EM2
UA,5209,SNA,3867,SFO,3469,,0,738 319 320
US,5265,EUG,4099,LAX,3484,Y,0,CRJ
US,5265,FAT,3687,LAX,3484,Y,0,CRJ
US,5265,LAS,3877,LAX,3484,,0,738
US,5265,LAX,3484,EUG,4099,Y,0,CRJ
US,5265,LAX,3484,FAT,3687,Y,0,CRJ
US,5265,LAX,3484,LAS,3877,,0,738
US,5265,LAX,3484,MRY,3948,Y,0,CRJ
US,5265,LAX,3484,RDM,4103,Y,0,CRJ
US,5265,LAX,3484,RNO,3807,Y,0,CRJ
US,5265,LAX,3484,SAN,3731,Y,0,CRJ CR7
US,5265,LAX,3484,SFO,3469,,0,738
US,5265,LAX,3484,SJC,3748,,0,CR7
US,5265,LAX,3484,SMF,3817,Y,0,CRJ
US,5265,MRY,3948,LAX,3484,Y,0,CRJ
US,5265,RDM,4103,LAX,3484,Y,0,CRJ
US,5265,RNO,3807,LAX,3484,Y,0,CRJ
US,5265,SAN,3731,LAX,3484,Y,0,CRJ CR7
US,5265,SFO,3469,LAX,3484,,0,738
US,5265,SJC,3748,LAX,3484,,0,CR7
US,5265,SMF,3817,LAX,3484,Y,0,CRJ
VX,5331,LAS,3877,LAX,3484,,0,320
VX,5331,LAS,3877,SFO,3469,,0,320 319
VX,5331,LAX,3484,LAS,3877,,0,320
VX,5331,LAX,3484,SEA,3577,,0,319 320
VX,5331,LAX,3484,SFO,3469,,0,320 319
VX,5331,LAX,3484,SJC,3748,,0,320
VX,5331,PDX,3720,SFO,3469,,0,320
VX,5331,SAN,3731,SFO,3469,,0,319 320
VX,5331,SEA,3577,LAX,3484,,0,320 319
VX,5331,SEA,3577,SFO,3469,,0,319 320
VX,5331,SFO,3469,LAS,3877,,0,319 320
VX,5331,SFO,3469,LAX,3484,,0,320 319
VX,5331,SFO,3469,PDX,3720,,0,320
VX,5331,SFO,3469,SAN,3731,,0,319 320
VX,5331,SFO,3469,SEA,3577,,0,320 319
VX,5331,SJC,3748,LAX,3484,,0,320
WN,4547,BUR,3644,LAS,3877,,0,73W
WN,4547,BUR,3644,OAK,3453,,0,73W 73H
WN,4547,BUR,3644,SJC,3748,,0,73W
WN,4547,BUR,3644,SMF,3817,,0,73W
WN,4547,GEG,3467,LAS,3877,,0,73W
WN,4547,GEG,3467,OAK,3453,,0,73W
WN,4547,LAS,3877,BUR,3644,,0,73W 73H
WN,4547,LAS,3877,GEG,3467,,0,73W
WN,4547,LAS,3877,LAX,3484,,0,73W 73C 733
WN,4547,LAS,3877,OAK,3453,,0,73C 73W 738 73H
WN,4547,LAS,3877,ONT,3734,,0,73W 73C 73H
WN,4547,LAS,3877,PDX,3720,,0,73W 73C 73H
WN,4547,LAS,3877,RNO,3807,,0,73W 73H 738
WN,4547,LAS,3877,SAN,3731,,0,73W 738 73C 733
WN,4547,LAS,3877,SEA,3577,,0,73W 733 73C 73H
WN,4547,LAS,3877,SFO,3469,,0,733 73W 73H 73C
WN,4547,LAS,3877,SJC,3748,,0,73W 73H 73C 733
WN,4547,LAS,3877,SMF,3817,,0,73W 73H 733 73C 738
WN,4547,LAS,3877,SNA,3867,,0,73W 73H
WN,4547,LAX,3484,LAS,3877,,0,73W 733 738 73C 73H
WN,4547,LAX,3484,OAK,3453,,0,73W 733 73C
WN,4547,LAX,3484,RNO,3807,,0,73W 73H
WN,4547,LAX,3484,SFO,3469,,0,73W 73C 733
WN,4547,LAX,3484,SJC,3748,,0,73W 73C 733 738
WN,4547,LAX,3484,SMF,3817,,0,733 73C 73W
WN,4547,OAK,3453,BUR,3644,,0,73W
WN,4547,OAK,3453,GEG,3467,,0,73W
WN,4547,OAK,3453,LAS,3877,,0,73W 73H 73C 738 733
WN,4547,OAK,3453,LAX,3484,,0,73W 73C 738 733 73H
WN,4547,OAK,3453,ONT,3734,,0,733 73C 73W
WN,4547,OAK,3453,PDX,3720,,0,733 73W 73C
WN,4547,OAK,3453,SAN,3731,,0,73C 73W 733 73H
WN,4547,OAK,3453,SEA,3577,,0,733 73C 73W
WN,4547,OAK,3453,SNA,3867,,0,73W
WN,4547,ONT,3734,LAS,3877,,0,73W 73C 73H 738
WN,4547,ONT,3734,OAK,3453,,0,73W 73C 73H 733
WN,4547,ONT,3734,SJC,3748,,0,73W 733 73C
WN,4547,ONT,3734,SMF,3817,,0,73H 733 73C 73W
WN,4547,PDX,3720,LAS,3877,,0,73W 73H
WN,4547,PDX,3720,OAK,3453,,0,73W 73C 733
WN,4547,PDX,3720,RNO,3807,,0,73W
WN,4547,PDX,3720,SJC,3748,,0,73W 733
WN,4547,PDX,3720,SMF,3817,,0,73W 733 73C
WN,4547,RNO,3807,LAS,3877,,0,73H 73W 738
WN,4547,RNO,3807,LAX,3484,,0,73W
WN,4547,RNO,3807,PDX,3720,,0,73W
WN,4547,RNO,3807,SAN,3731,,0,73W
WN,4547,RNO,3807,SEA,3577,,0,73W
WN,4547,SAN,3731,LAS,3877,,0,73W 73H 733 73C
WN,4547,SAN,3731,OAK,3453,,0,73C 73W 733
WN,4547,SAN,3731,RNO,3807,,0,73W
WN,4547,SAN,3731,SFO,3469,,0,73W 73C 733
WN,4547,SAN,3731,SJC,3748,,0,733 73W 73H 73C
WN,4547,SAN,3731,SMF,3817,,0,73W 73C 733
WN,4547,SEA,3577,LAS,3877,,0,733 73H 73W
WN,4547,SEA,3577,OAK,3453,,0,73W 73C
WN,4547,SEA,3577,RNO,3807,,0,73W
WN,4547,SEA,3577,SJC,3748,,0,733 73C 73W 73H
WN,4547,SEA,3577,SMF,3817,,0,73W 73H 733 73C
WN,4547,SFO,3469,LAS,3877,,0,73W 73C 733 73H
WN,4547,SFO,3469,LAX,3484,,0,733 73W 73C
WN,4547,SFO,3469,SAN,3731,,0,73W 73C 733
WN,4547,SFO,3469,SNA,3867,,0,73W
WN,4547,SJC,3748,BUR,3644,,0,73W
WN,4547,SJC,3748,LAS,3877,,0,73W 733 73C 73H
WN,4547,SJC,3748,LAX,3484,,0,73W 733 73C 73H 738
WN,4547,SJC,3748,ONT,3734,,0,73C 733 73W
WN,4547,SJC,3748,PDX,3720,,0,73W 73H 733 73C
WN,4547,SJC,3748,SAN,3731,,0,73W 73C 733 73H
WN,4547,SJC,3748,SEA,3577,,0,73H 733 73C 73W
WN,4547,SJC,3748,SNA,3867,,0,73H 73W
WN,4547,SMF,3817,BUR,3644,,0,73W
WN,4547,SMF,3817,LAS,3877,,0,73H 73W 733 73C 738
WN,4547,SMF,3817,LAX,3484,,0,73C 73W 733 73H 738
WN,4547,SMF,3817,ONT,3734,,0,733 73W 73C 73H
WN,4547,SMF,3817,PDX,3720,,0,73W 73C
WN,4547,SMF,3817,SAN,3731,,0,73W 73H 73C 733
WN,4547,SMF,3817,SEA,3577,,0,73W 73C 733
WN,4547,SMF,3817,SNA,3867,,0,73W
WN,4547,SNA,3867,LAS,3877,,0,73W
WN,4547,SNA,3867,OAK,3453,,0,73W 73H
WN,4547,SNA,3867,SFO,3469,,0,73W
WN,4547,SNA,3867,SJC,3748,,0,73W
WN,4547,SNA,3867,SMF,3817,,0,73W 73H
ZK,2607,LAX,3484,MCE,7122,,0,BE1
ZK,2607,LAX,3484,VIS,7121,,0,BE1
ZK,2607,MCE,7122,LAX,3484,,0,BE1
ZK,2607,VIS,7121,LAX,3484,,0,BE1
